species,mean_growth_rate,precision_growth_rate,mean_year_precision
Boletina dubia_last10yrs,-0.340694549,0.298632399,28.65165596
Boletina edwardsi_last10yrs,0.213803422,0.144110047,36.47038436
Boletina gripha_last10yrs,1.890263754,0.054750077,42.41774616
Boletina griphoides_last10yrs,-1.197685227,0.062914927,11.48267046
Boletina groenlandica_last10yrs,1.511118533,0.004075676,72.80357067
Boletina kivachiana_last10yrs,-0.118374234,0.076695116,18.02446342
Boletina lundstroemi_last10yrs,1.253042388,0.044703832,20.0376522
Boletina minuta_last10yrs,4.421036059,0.001954585,75.13463367
Boletina moravica_last10yrs,0.282822809,0.018214214,15.5455738
Boletina nasuta_last10yrs,0.646819362,0.010209287,6.555779641
Boletina nigricans_last10yrs,-3.208258454,0.002361583,1894.721166
Boletina nitida_last10yrs,1.203563009,0.040905623,16.94477832
Boletina pallidula_last10yrs,1.391566097,0.015794579,30.52180908
Boletina pectinunguis_last10yrs,-0.099139985,0.026595383,59.97285434
Boletina plana_last10yrs,0.798597859,0.111692008,25.24903157
Boletina populina_last10yrs,-0.392749694,0.066999639,10.44610429
Boletina rejecta_last10yrs,-0.128274535,0.10671742,16.97676337
Boletina sciarina_last10yrs,-0.014547348,0.169827823,22.85306622
Boletina silvatica_last10yrs,-0.121281684,0.072258636,125.3565202
Boletina trispinosa_last10yrs,0.164144606,0.082736767,16.60525935
Boletina trivittata_last10yrs,-2.940792094,0.020360364,76.46365778
Boletina villosa_last10yrs,0.365921038,0.019525733,60.3798891
Bolitophila basicornis_last10yrs,0.594617358,0.043091259,47.5482629
Bolitophila bimaculata_last10yrs,0.092041124,0.058052564,9.542112808
Bolitophila cinerea_last10yrs,-0.541236526,0.126855347,91.00475271
Bolitophila dubia_last10yrs,-0.719275838,0.018174708,132.8846202
Bolitophila glabrata_last10yrs,-0.971103238,0.050066176,12.70022974
Bolitophila hybrida_last10yrs,3.239063039,0.063240059,43.28123249
Bolitophila maculipennis_last10yrs,0.29444611,0.043375306,180.8882662
Bolitophila modesta_last10yrs,-0.771637993,0.071174159,58.69537683
Bolitophila nigrolineata_last10yrs,-2.543298232,0.003453249,132.3720287
Bolitophila occlusa_last10yrs,0.075980229,0.925799064,293.9127877
Bolitophila pseudohybrida_last10yrs,0.136413905,0.052500431,8.601473886
Bolitophila rossica_last10yrs,4.191797601,0.003182157,30.08312381
Bolitophila saundersii_last10yrs,0.337668554,0.290068111,117.4039721
Bolitophila spinigera_last10yrs,0.638670688,0.020026717,37.36287442
Bolitophila tenella_last10yrs,-1.001310396,0.024091175,21.30505317
Brachypeza armata_last10yrs,0.092615098,0.053537233,16.60557794
Brachypeza bisignata_last10yrs,1.720539359,0.025907687,20.45682867
Brachypeza radiata_last10yrs,-1.117691396,0.028843442,15.43807837
Brevicornu auriculatum_last10yrs,-0.786071508,0.032858927,12.75430679
Brevicornu fennicum_last10yrs,0.051676813,0.007191397,147.771055
Brevicornu fissicauda_last10yrs,-0.096166682,0.190648484,22.04724289
Brevicornu foliatum_last10yrs,-0.629667154,0.050192789,10.80133513
Brevicornu fuscipenne_last10yrs,-0.664648947,0.154488121,23.12521044
Brevicornu glandis_last10yrs,0.666407348,0.042947642,12.22715538
Brevicornu griseicolle_last10yrs,-0.26557423,0.360037895,88.75495479
Brevicornu griseolum_last10yrs,-0.43508904,0.04062478,13.88914962
Brevicornu intermedium_last10yrs,-0.053034044,0.099568292,29.50828684
Brevicornu kingi_last10yrs,0.325848229,0.015265596,14.94218052
Brevicornu nigrofuscum_last10yrs,9.860427983,0.001386161,144.0547468
Brevicornu proximum_last10yrs,0.094169661,0.030878599,26.48027664
Brevicornu ruficorne_last10yrs,-0.281260033,0.021783762,7.54946134
Brevicornu serenum_last10yrs,7.785927615,0.006820551,7.483973401
Brevicornu sericoma_last10yrs,1.312880887,0.176840079,104.2132939
Brevicornu verralli_last10yrs,-0.439018916,0.087634962,15.13767648
Cerotelion striatum_last10yrs,0.145774775,0.074963024,26.29684907
Clastobasis alternans_last10yrs,1.110209434,0.008879579,6.850907202
Coelophthinia thoracica_last10yrs,-3.799120563,0.00984897,39.64319605
Coelosia flava_last10yrs,-1.263266895,0.07441206,79.7498993
Coelosia fusca_last10yrs,-0.020538324,0.161907767,43.9212228
Coelosia tenella_last10yrs,-0.114073412,0.020155227,89.66233051
Cordyla brevicornis_last10yrs,0.706014318,0.172720194,52.85759171
Cordyla crassicornis_last10yrs,-0.015793986,0.561218189,155.719601
Cordyla fasciata_last10yrs,-0.491072709,0.178795806,29.0549221
Cordyla fissa_last10yrs,-0.356214424,0.316016726,39.30912526
Cordyla flaviceps_last10yrs,0.745142638,0.025403015,112.0340122
Cordyla fusca_last10yrs,1.029392614,0.027223618,34.10819265
Cordyla insons_last10yrs,-0.594376814,0.0156248,13.96156727
Cordyla murina_last10yrs,-0.12894058,0.197896517,23.86260047
Cordyla parvipalpis_last10yrs,0.902042072,0.045220697,1302.394247
Cordyla pseudomurina_last10yrs,8.174840541,0.004747186,24.09543446
Cordyla pusilla_last10yrs,-0.894307638,0.084851801,21.28294115
Cordyla semiflava_last10yrs,1.253568923,0.029173944,373.308703
Creagdhubhia mallochorum_last10yrs,0.168678776,0.015684729,147.6446401
Diadocidia ferruginosa_last10yrs,-0.115768776,0.671592669,126.7977475
Diadocidia spinosula_last10yrs,0.224999436,0.325020848,74.05015132
Diadocidia valida_last10yrs,1.029961032,0.007653143,75.86652061
Ditomyia fasciata_last10yrs,-0.78224195,0.048002254,27.54221437
Docosia carbonaria_last10yrs,-1.236052843,0.008590011,11.9285484
Docosia expectata_last10yrs,0.029288182,0.195658451,318.2219439
Docosia flavicoxa_last10yrs,-0.700593946,0.033420629,15.54418265
Docosia fumosa_last10yrs,0.460476204,0.051998148,20.14430423
Docosia fuscipes_last10yrs,1.226595763,0.007883685,13.43425949
Docosia gilvipes_last10yrs,0.128020325,0.126652547,18.63009464
Docosia moravica_last10yrs,0.01101958,0.007381879,9.905055522
Docosia sciarina_last10yrs,0.310606406,0.102988269,11.79006959
Docosia setosa_last10yrs,1.31529072,0.011779125,53.59504926
Dynatosoma cochleare_last10yrs,0.39969013,0.09060613,23.92657337
Dynatosoma fuscicorne_last10yrs,0.062253405,0.249835484,31.0378983
Dynatosoma nigromaculatum_last10yrs,0.877926964,0.008017026,215.4276371
Dynatosoma reciprocum_last10yrs,0.133956995,0.804087483,102.5100508
Dynatosoma thoracicum_last10yrs,-1.57384872,0.01964291,8.919079138
Dziedzickia marginata_last10yrs,-0.018367519,0.01064612,107.1518201
Ectrepesthoneura colyeri_last10yrs,1.735313632,0.029906236,665.1861051
Ectrepesthoneura hirta_last10yrs,1.585292632,0.012719938,62.50069121
Ectrepesthoneura pubescens_last10yrs,0.29019622,0.032068606,48.21557455
Epicypta aterrima_last10yrs,1.95241583,0.07852112,51.08305315
Epicypta limnophila_last10yrs,3.203279424,0.003075338,19.41945015
Eudicrana nigriceps_last10yrs,-0.944569786,0.010837351,12.13046179
Exechia bicincta_last10yrs,0.709637876,0.10194134,34.71444963
Exechia borealis_last10yrs,0.219460031,0.024821082,30.41136252
Exechia chandleri_last10yrs,-0.083171181,0.41263807,104.8809709
Exechia cincinnata_last10yrs,1.78265479,0.005828883,21.18078529
Exechia cincta_last10yrs,0.979513337,0.01999271,16.80454737
Exechia confinis_last10yrs,7.773656608,0.006269661,20.70290258
Exechia contaminata_last10yrs,4.442109132,0.06183869,88.63036285
Exechia dizona_last10yrs,2.104170873,0.007458956,16.11495274
Exechia dorsalis_last10yrs,0.26825412,0.080349152,92.46654234
Exechia exigua_last10yrs,0.39852869,0.092285982,12.65217295
Exechia festiva_last10yrs,2.938257047,0.02861415,69.52720324
Exechia fusca_last10yrs,-0.009076448,0.166263823,87.41353334
Exechia nigra_last10yrs,0.038084895,0.097186413,188.6777738
Exechia nigroscutellata_last10yrs,1.967217658,0.042858526,48.8632652
Exechia parva_last10yrs,-0.012708603,0.105969616,16.17173859
Exechia parvula_last10yrs,1.39689815,0.038514663,96.42610063
Exechia pectinivalva_last10yrs,0.924258186,0.007049483,5.983006951
Exechia pseudocincta_last10yrs,-0.189952584,0.024512482,144.888145
Exechia pseudofestiva_last10yrs,-0.547204316,0.108199219,45.52455494
Exechia repanda_last10yrs,-0.011186021,0.067051856,34.96983953
Exechia repandoides_last10yrs,-2.195514598,0.009796162,19.83382935
Exechia separata_last10yrs,3.783847455,0.012338883,490.2979187
Exechia seriata_last10yrs,7.410185524,0.037285942,52.05137885
Exechia spinuligera_last10yrs,1.505409463,0.025823505,21.45545735
Exechia styriaca_last10yrs,0.811630194,0.024167891,9.546363337
Exechiopsis clypeata_last10yrs,-0.561499925,0.038412402,21.8251102
Exechiopsis crucigera_last10yrs,0.020489312,0.144176194,26.97017218
Exechiopsis davatchii_last10yrs,1.163715364,0.04580819,25.88581323
Exechiopsis dryaspagensis_last10yrs,3.010863433,0.004289801,10.61324276
Exechiopsis dumitrescae_last10yrs,-0.148973969,0.115492116,16.32256629
Exechiopsis fimbriata_last10yrs,0.104841822,0.099005213,22.43104758
Exechiopsis furcata_last10yrs,-1.487089558,0.024148152,13.88266785
Exechiopsis hammi_last10yrs,-0.586107327,0.017389026,10.79935915
Exechiopsis indecisa_last10yrs,0.341027833,0.044140083,180.7225262
Exechiopsis intersecta_last10yrs,-0.376259507,0.147309756,23.24970181
Exechiopsis jenkinsoni_last10yrs,1.584278177,0.039105944,13.2626956
Exechiopsis leptura_last10yrs,-0.235516746,0.755119946,120.4525577
Exechiopsis ligulata_last10yrs,2.63354948,0.028039115,17.4737564
Exechiopsis magnicauda_last10yrs,-1.243941194,0.023838031,24.33313579
Exechiopsis membranacea_last10yrs,0.420074522,0.017046454,21.64523972
Exechiopsis pollicata_last10yrs,0.465359629,0.089066373,95.23939524
Exechiopsis pseudindecisa_last10yrs,0.214882051,0.018979505,10.08814764
Exechiopsis pulchella_last10yrs,3.039912713,0.010297495,40.28943251
Exechiopsis seducta_last10yrs,32.6271187,0.000732173,18.19472975
Exechiopsis subulata_last10yrs,0.56399946,0.071189178,109.9868174
Exechiopsis unguiculata_last10yrs,-0.112167472,0.098457933,151.6362355
Gnoriste bilineata_last10yrs,-0.502343618,0.022143727,1011.4469
Greenomyia mongolica_last10yrs,31.31537259,0.00076604,148.0383485
Grzegorzekia collaris_last10yrs,0.058251373,0.038430597,17.74185933
Isoneuromyia semirufa_last10yrs,-0.302066556,0.192856197,72.05985261
Keroplatus testaceus_last10yrs,-0.148229374,0.469618658,65.81237828
Leia bilineata_last10yrs,-1.699347175,0.006079765,18.02578535
Leia bimaculata_last10yrs,2.550207712,0.01887133,37.92303785
Leia crucigera_last10yrs,-0.466855796,0.067884608,14.78928533
Leia cylindrica_last10yrs,-0.124493591,0.054310711,12.3579433
Leia fascipennis_last10yrs,-0.189099323,0.249552271,52.49159378
Leia longiseta_last10yrs,2.569933141,0.003089282,8.97354966
Leia piffardi_last10yrs,2.937644326,0.005060929,10.01969601
Leia subfasciata_last10yrs,0.185164563,0.144039409,583.814814
Leia winthemii_last10yrs,-0.111815635,1.040486177,37.15705927
Leptomorphus walkeri_last10yrs,0.312100834,0.040937949,24.10985005
Macrocera anglica_last10yrs,0.160573709,0.062218644,36.57614283
Macrocera angulata_last10yrs,-0.049347187,0.45019837,163.3376554
Macrocera centralis_last10yrs,0.118058217,1.034207915,112.7095461
Macrocera crassicornis_last10yrs,-1.670797755,0.013302857,18.70908383
Macrocera estonica_last10yrs,0.785043904,0.011560293,6.636696633
Macrocera fasciata_last10yrs,-0.013481809,0.857754754,98.51080782
Macrocera fascipennis_last10yrs,2.155603219,0.030432019,11.196521
Macrocera fastuosa_last10yrs,-0.463813287,0.00370652,10.15544045
Macrocera longibrachiata_last10yrs,1.265176033,0.009996746,6.495355283
Macrocera lutea_last10yrs,3.404624077,0.011084492,13.64255228
Macrocera maculata_last10yrs,-0.700932007,0.020094971,7.557663397
Macrocera nigricoxa_last10yrs,3.374788608,0.026849695,199.1948519
Macrocera nigropicea_last10yrs,-0.389497612,0.013513286,13.19746692
Macrocera parva_last10yrs,-0.122685729,0.162649696,371.5479222
Macrocera phalerata_last10yrs,0.099805494,0.581153737,33.10669123
Macrocera pusilla_last10yrs,-0.307852122,0.094905148,39.09336896
Macrocera stigma_last10yrs,-0.161315695,0.170228265,38.37701931
Macrocera stigmoides_last10yrs,-0.052921827,0.613813696,178.3671538
Macrocera vittata_last10yrs,-0.280037234,0.566969565,291.9108887
Macrocera zetterstedti_last10yrs,-0.017076366,0.049712427,19.61998531
Macrorrhyncha flava_last10yrs,0.277414209,0.054449831,19.1747924
Macrorrhyncha hugoi_last10yrs,-0.369225716,0.057694205,22.18450306
Manota unifurcata_last10yrs,0.484269165,0.056416993,14.69363694
Megalopelma nigroclavatum_last10yrs,-0.599337735,0.128435312,27.4624792
Megophthalmidia crassicornis_last10yrs,-0.163991279,0.056556195,34.87169244
Monocentrota favonii_last10yrs,0.816381979,0.02122785,16.79581985
Monocentrota lundstromi_last10yrs,1.332047879,0.007573724,13.83140779
Monoclona rufilatera_last10yrs,-0.213036272,0.171486005,50.03750711
Mycetophila abbreviata_last10yrs,-0.53874718,0.050093743,648.8449469
Mycetophila abiecta_last10yrs,-0.594000705,0.159334971,59.37919552
Mycetophila adumbrata_last10yrs,-0.157913314,0.413008763,57.36115185
Mycetophila alea_last10yrs,-0.093695521,0.451788332,146.7446614
Mycetophila autumnalis_last10yrs,2.586946703,0.011899684,47.25031106
Mycetophila bialorussica_last10yrs,-2.533652035,0.004658001,175.7298784
Mycetophila blanda_last10yrs,0.493882319,0.106380889,172.9520128
Mycetophila bohemica_last10yrs,-1.549961697,0.007841638,208.1557274
Mycetophila britannica_last10yrs,-0.074687682,0.248835735,98.39633831
Mycetophila caudata_last10yrs,17.048365,0.004410868,92.93106424
Mycetophila cingulum_last10yrs,-0.308032955,0.048009628,27.63474494
Mycetophila confluens_last10yrs,1.088747529,0.036931763,1197.602829
Mycetophila confusa_last10yrs,1.693504655,0.015066529,8.642318843
Mycetophila curviseta_last10yrs,0.048127805,0.439353167,184.0082036
Mycetophila czizekii_last10yrs,3.25769234,0.003287061,10.85424714
Mycetophila deflexa_last10yrs,1.251424341,0.014082159,18.36209714
Mycetophila dentata_last10yrs,2.537406975,0.02827254,40.76278516
Mycetophila dziedzickii_last10yrs,0.858872586,0.034901134,10.72618572
Mycetophila edwardsi_last10yrs,-0.745308739,0.111121004,112.6490939
Mycetophila eppingensis_last10yrs,-2.025628843,0.005560079,18.14952422
Mycetophila evanida_last10yrs,2.114545975,0.001445249,269.1261167
Mycetophila finlandica_last10yrs,-0.848142681,0.077303616,228.4766786
Mycetophila forcipata_last10yrs,0.059374107,0.154377799,60.01057792
Mycetophila formosa_last10yrs,0.108347567,0.250211686,116.0233052
Mycetophila fraterna_last10yrs,0.344913481,0.371135113,116.7182037
Mycetophila freyii_last10yrs,0.376050725,0.021287858,11.23480073
Mycetophila fungorum_last10yrs,1.123128369,0.076005354,49.23541787
Mycetophila gibbula_last10yrs,-0.09590263,0.009927666,503.7603627
Mycetophila hetschkoi_last10yrs,0.609184474,0.138434039,249.9011413
Mycetophila ichneumonea_last10yrs,2.693827528,0.071760739,64.35010626
Mycetophila immaculata_last10yrs,0.20936167,0.030852983,16.82748063
Mycetophila lamellata_last10yrs,1.742634872,0.030845525,458.6859886
Mycetophila lapponica_last10yrs,3.112860607,0.003808365,153.4268795
Mycetophila lastovkai_last10yrs,2.342416485,0.014527141,8.300766153
Mycetophila lubomirskii_last10yrs,4.524442981,0.00339869,10.52663304
Mycetophila luctuosa_last10yrs,1.358139788,0.092071517,48.0415533
Mycetophila lunata_last10yrs,-4.200452422,0.013193387,98.22648402
Mycetophila magnicauda_last10yrs,0.028273317,0.075654861,75.05849889
Mycetophila marginata_last10yrs,-0.485589933,0.293664374,97.84678425
Mycetophila mitis_last10yrs,-1.424691001,0.008494282,12.24474491
Mycetophila mohilevensis_last10yrs,0.73196304,0.016732057,6.810568611
Mycetophila morosa_last10yrs,-1.06937554,0.013215249,194.8135989
Mycetophila occultans_last10yrs,0.009851956,0.2590735,23.48740332
Mycetophila ocellus_last10yrs,-0.37437927,0.828766509,251.7997835
Mycetophila ornata_last10yrs,-1.191796484,0.156061183,93.73818918
Mycetophila perpallida_last10yrs,3.147448254,0.055396348,56.55676378
Mycetophila pictula_last10yrs,-3.725776664,0.015874447,32.12323435
Mycetophila pumila_last10yrs,1.467784295,0.097745702,61.75444477
Mycetophila rudis_last10yrs,0.623835303,0.223150736,172.5050567
Mycetophila ruficollis_last10yrs,0.089239806,0.171406166,107.6332961
Mycetophila schnablii_last10yrs,-0.895325005,0.010741445,143.874054
Mycetophila scotica_last10yrs,-1.750172106,0.020151808,8.430216137
Mycetophila sepulta_last10yrs,0.189684618,0.003594641,9.735302217
Mycetophila sigmoides_last10yrs,10.22678331,0.002656894,16.53051612
Mycetophila signata_last10yrs,2.694686725,0.007300441,40.12248238
Mycetophila signatoides_last10yrs,3.514055687,0.135749673,87.82163621
Mycetophila sordida_last10yrs,3.038224278,0.019024762,34.20492901
Mycetophila spectabilis_last10yrs,6.902182907,0.020740454,17.59959675
Mycetophila stolida_last10yrs,0.606119207,0.070730673,6.187101036
Mycetophila stricklandi_last10yrs,1.083846903,0.002417208,48.22806222
Mycetophila strigata_last10yrs,0.49479323,0.072641603,35.62329214
Mycetophila strigatoides_last10yrs,0.20378019,0.016053168,7.414984
Mycetophila stylata_last10yrs,-0.264341101,0.132339013,543.7193881
Mycetophila sublunata_last10yrs,5.079102209,0.005859648,14.62077576
Mycetophila subsigillata_last10yrs,-1.743455713,0.012073893,216.6328309
Mycetophila sumavica_last10yrs,-0.148743565,0.047378076,20.2276151
Mycetophila tridentata_last10yrs,-0.335898493,0.125721523,31.22149058
Mycetophila trinotata_last10yrs,-0.389224779,0.300619451,97.44872546
Mycetophila uliginosa_last10yrs,-0.171125331,0.050469435,31.43134025
Mycetophila unicolor_last10yrs,1.868552253,0.045127625,38.457744
Mycetophila uninotata_last10yrs,-0.985973193,0.020102327,10.50114253
Mycetophila unipunctata_last10yrs,0.70381809,0.140369098,74.00454363
Mycetophila v-nigrum_last10yrs,-0.140216314,0.023106432,8.684153704
Mycetophila vittipes_last10yrs,2.732390289,0.079045898,60.43381002
Mycomya affinis_last10yrs,-3.324616442,0.006657834,485.9397082
Mycomya annulata_last10yrs,2.056456728,0.136281459,105.6208379
Mycomya britteni_last10yrs,1.845772477,0.00633661,7.425970242
Mycomya cinerascens_last10yrs,0.246580662,0.329341527,124.7392451
Mycomya circumdata_last10yrs,0.3046276,0.094240784,37.50683314
Mycomya collini_last10yrs,0.268744207,0.003393499,9.632046075
Mycomya denmax_last10yrs,-0.168177023,0.080776833,72.45910636
Mycomya fimbriata_last10yrs,0.629794395,0.102053708,43.54360121
Mycomya flavicollis_last10yrs,2.651281577,0.020586347,111.5883787
Mycomya frequens_last10yrs,-0.393609777,0.148306284,16.17071621
Mycomya fuscata_last10yrs,1.599982972,0.004720854,7.372326472
Mycomya griseovittata_last10yrs,-0.594819389,0.027409659,15.72173525
Mycomya insignis_last10yrs,1.459804489,0.007028824,142.5378445
Mycomya lambi_last10yrs,-0.006498267,0.023648296,46.28708237
Mycomya marginata_last10yrs,0.818063019,0.167189491,57.90042569
Mycomya maura_last10yrs,0.630682164,0.069068653,99.63547516
Mycomya neohyalinata_last10yrs,0.62588566,0.205874762,132.5515108
